content,userName,score,at,app_name
bantu dlm transportasi,Pengguna Google,5,2025-03-21 14:27:04,gojek
aplikasi jelekkkkkk minta dibatalin sen gak sengaja gak bisaaaa kocak uang 67rb layang cuma2 gegara aplikasi elu,Pengguna Google,1,2025-03-21 14:13:21,gojek
apk ga jelas pencet pesan di batal ga bisa ga jelas ni apk mending apk belah,Pengguna Google,1,2025-03-21 14:01:26,gojek
baru pertama pakai gosend alhamdulilah sesuai estimasi,Pengguna Google,5,2025-03-21 13:58:29,gojek
go food nya sangat lelet masak beli makan aja nunggu 2 jam keburu gak lapar lagi parah,Pengguna Google,2,2025-03-21 13:45:14,gojek
driver daerah pada lelet driver gojek gofood ken duit kagak siih sen 1 makan aja banyak yg cancel driver banyak telat driver nya,Pengguna Google,4,2025-03-21 13:13:39,gojek
mantap apk nya,Pengguna Google,5,2025-03-21 13:12:20,gojek
iklan nya maksa bet,Pengguna Google,1,2025-03-21 13:11:33,gojek
tksi atas bantu gojek layan go food services,Pengguna Google,5,2025-03-21 13:11:20,gojek
makin sering dipake malah tambah mahall,Pengguna Google,2,2025-03-21 13:08:54,gojek
sekarang kalau gofood jadi rada males nungguinnya ga cuma nganter 1 lokasi aja jadi lamaaaaaaaaa banget makan nyampe rumah udah ga panas,Pengguna Google,3,2025-03-21 12:37:36,gojek
kirim nya sangat muas,Pengguna Google,5,2025-03-21 12:13:00,gojek
antar sering telat lama skliiiii tunggu makan sangat telat dri estimasi kirim mati lapar tggu mkanan hadehhhh 3x order resto yg sma tdk satu driver yg jemput,Pengguna Google,1,2025-03-21 12:05:02,gojek
best deh aplikasi bantu sekali,Pengguna Google,5,2025-03-21 12:03:27,gojek
gojek dan grab sdm rendah semua kalau hujan tidak ada yang ambil order ketika harga naik baru ada yg ambil,Pengguna Google,1,2025-03-21 11:49:08,gojek
terimakasih sangat bantu,Pengguna Google,5,2025-03-21 11:45:45,gojek
ada akun gak masuk,Pengguna Google,1,2025-03-21 11:44:24,gojek
udah sen tengah 6 molor sampe tengah 7 padahal buat buka mana akhir dibatalin kata driver sibuk karena ekonomi jam habis ga awal emang ga masak sama pihak resto,Pengguna Google,1,2025-03-21 11:42:48,gojek
apa booking lama pol,Pengguna Google,1,2025-03-21 11:40:39,gojek
cari driver susah bet pas refresh jadi mahal bgt,Pengguna Google,2,2025-03-21 11:20:33,gojek
sangat bantu aq pas mager,Pengguna Google,5,2025-03-21 11:10:04,gojek
aplikasi yg praktis saat malas keluar rumah,Pengguna Google,5,2025-03-21 10:57:36,gojek
sangat muda banyak promo,Pengguna Google,5,2025-03-21 10:44:55,gojek
drivernya jauh dikit gamau ambil gamau cancel,Pengguna Google,1,2025-03-21 10:27:19,gojek
kasih bintang 5 karna banyak diskon kalau tar tiba2 gak potong aku ngambek bintang 2,Pengguna Google,5,2025-03-21 10:26:59,gojek
jelek beberapa driver2 belagu gocar lama bgt sampe males kyk gitu kerja aja ga becus,Pengguna Google,2,2025-03-21 10:23:16,gojek
butuh transportasi tidak yang mau angkut,Pengguna Google,1,2025-03-21 10:22:02,gojek
makin lama makin kacau,Pengguna Google,1,2025-03-21 10:20:26,gojek
woii kalo qr code buat krl jangan 30 detik lah bego lu kira tap qr code krl gak ngantri otak lo pake lah pasar senen keluar sinyal jelek kasih 2 menit hitung antri,Pengguna Google,1,2025-03-21 10:18:56,gojek
sen makan nunggu 1 jam padahal expres 0 besar komitmen lah minimal udh mati kelaperan baru datang baru make apk udh buat kapok,Pengguna Google,1,2025-03-21 10:18:39,gojek
woi gojek makan sudha siap knp status sedang siapin lama driver aplikasi gk jelas gk opsi buat chat admin gojek lagi cuma pesan cepat gk utara keluh aplikasi,Pengguna Google,1,2025-03-21 10:17:36,gojek
parah makan g d anter,Pengguna Google,1,2025-03-21 10:14:31,gojek
seperti sistem eror kena marah,Pengguna Google,3,2025-03-21 10:13:10,gojek
tolak terus sama driver nya gilir booking ulang ga terlalu bnyk booking d waktu yg sama,Pengguna Google,1,2025-03-21 10:09:33,gojek
1 jam tungguin pesan gue tiba2 batalin terang terus waktu gue lama 1 jam buat apa,Pengguna Google,1,2025-03-21 10:03:02,gojek
2x order goride bayar pakai gopay driver yg cancel saldo gopay kembali apa emang ini,Pengguna Google,1,2025-03-21 10:01:47,gojek
sampah error mulu buka pangkal aja min kocak bener aplikasi lo,Pengguna Google,1,2025-03-21 09:54:09,gojek
saldo gopay sedot dikemblikan krn driver jalan order antar tidak jelas lebih dr 2 minggu,Pengguna Google,1,2025-03-21 09:50:32,gojek
dr dlu ttp pke gojek,Pengguna Google,5,2025-03-21 09:35:00,gojek
mau gosend susah,Pengguna Google,3,2025-03-21 09:31:10,gojek
aplikasi lot pakai device vivo v40 mending grab,Pengguna Google,1,2025-03-21 09:27:22,gojek
gercep keren bgt,Pengguna Google,5,2025-03-21 09:25:07,gojek
turut sistem gojek ngaco krna orang yg mau pergi biar cepat naik gojek eh malah dapet driver nya yg ujung langit akhir cancel cancel,Pengguna Google,1,2025-03-21 09:23:22,gojek
layan baik ramah,Pengguna Google,5,2025-03-21 09:18:15,gojek
tangan cepat tepat waktu driver ramah terimakasih orang baik,Pengguna Google,5,2025-03-21 09:08:56,gojek
beli paket online paket bayar ongkos mahal biar kirim instan malah masukin samday gimana nih jelas bayar ongkos instan mahal loh,Pengguna Google,1,2025-03-21 08:47:12,gojek
simple banyak diskon cepat mantapp,Pengguna Google,5,2025-03-21 08:18:14,gojek
bagus bet cok fix kalian banget pake gojek,Pengguna Google,5,2025-03-21 08:15:15,gojek
ganti nama tunai jadi cod,Pengguna Google,1,2025-03-21 07:46:13,gojek
pake gojek praktis ga perlu capek bawa kendara,Pengguna Google,5,2025-03-21 07:45:09,gojek
gak transfer bank baik sistem info selalu buat langgan nyaman bintang satu gojek,Pengguna Google,1,2025-03-21 07:43:23,gojek
apa sakit hati bgt sen yg standar malah dateng yg hemat motor jelek padahal jalan hampir 20km butuh yg nyaman mana puasa ramadhan panas panas ga mood allah aku jadi sorry bintang 1,Pengguna Google,1,2025-03-21 07:29:49,gojek
tiba2 isi gopay padahal tdk oke in,Pengguna Google,2,2025-03-21 07:09:24,gojek
selalu puas pakai gojek,Pengguna Google,5,2025-03-21 07:07:51,gojek
sok araraneh si gocar teh nunggu nunggu order masuk malah notif konsumen batal order iraha masuk na eta order,Pengguna Google,1,2025-03-21 07:03:54,gojek
tanggung 100k 1juta dong ngasihnya hehee,Pengguna Google,5,2025-03-21 06:48:33,gojek
sangattt rekomendasi lama saya pakai aplikasi ada kendal sedikit jdi wajib kalian mendownload rasa sendiri,Pengguna Google,5,2025-03-21 06:43:17,gojek
tolong yah kalau driver yg lokasi dekat dg jemput yg order jangan yg lokasi jauh kasihan drivernya kalau d cancel2 terus karna jauh heran,Pengguna Google,1,2025-03-21 06:32:51,gojek
mantap ada app sangat bantu mudah paham,Pengguna Google,5,2025-03-21 06:24:14,gojek
gojek sangat bantu,Pengguna Google,5,2025-03-21 06:24:12,gojek
apk gaje caper org lgi maen mlh muncul notif jdi mti sialll,Pengguna Google,1,2025-03-21 05:50:34,gojek
aplikasi suka tiba2 hapus,Pengguna Google,5,2025-03-21 05:17:51,gojek
jasa transfortasi sangat bantu goods job,Pengguna Google,4,2025-03-21 04:56:54,gojek
oke banget pesan selalu tepat nya,Pengguna Google,5,2025-03-21 04:52:50,gojek
orang orang gopay pinjam toner sampe 12 bulan gw cuma 2 bulan doang kalap mau bayar ya tolong dong minta ringan kasih toner 6 12 bulan biar ga telat bayar,Pengguna Google,1,2025-03-21 04:39:06,gojek
alam aku naik gojek aman aja trus alternatif kalo duit seret klo voucher diskon wkkwkwk kadang ada bug kyk loading gofood nya lama tpi mungkin jaring data aku,Pengguna Google,5,2025-03-21 04:33:48,gojek
alhamdulillah lama ketika kendala gojek selalu andal,Pengguna Google,5,2025-03-21 04:08:33,gojek
sangat bantu mau pesan cepat antar bayar lebih mahal sangat layak pakai lagi akan pilih app yg lebih rasional,Pengguna Google,1,2025-03-21 04:06:50,gojek
tanggal 21 mqret 2025 erore pdhal butuh bgt nagis knpa pas2an,Pengguna Google,3,2025-03-21 03:51:37,gojek
tidak mau guna aplikasi gojek lg,Pengguna Google,1,2025-03-21 03:36:28,gojek
tolong adakan menu review resto selesai mesen go food banyak resto go food asal asal saji makan baik kurang volume maupun rasa sudah layak basi tindak tegas mitra food itu sangat rugi konsumen,Pengguna Google,4,2025-03-21 03:01:38,gojek
app sangat membantuu,Pengguna Google,5,2025-03-21 02:54:34,gojek
jalan saja jadi lebih mudah nyaman,Pengguna Google,4,2025-03-21 02:40:02,gojek
sngat mhal bgt rute sya biasa ny cm byr 12 000 d bulan januari 2025 msak dr februari ampe skrg jd 20000 jarak ny pdhl sama n tuju jg sama helloooo naik n ny dmn gaes jarak tetap sama,Pengguna Google,1,2025-03-21 02:34:41,gojek
harga lebih baik cepat respon,Pengguna Google,5,2025-03-21 02:29:53,gojek
eh bangke kemaren aplikasi ga bener gw isi gopay smpe skrg ga masuk masuk cs ga jelas semua,Pengguna Google,1,2025-03-21 02:20:58,gojek
sangat bantu jalan,Pengguna Google,5,2025-03-21 02:16:52,gojek
utk layan masyarakat sangat baik,Pengguna Google,5,2025-03-21 02:11:31,gojek
keren makin up to date,Pengguna Google,5,2025-03-21 01:56:59,gojek
gojek jelek ngasih driverny yg jauh jauh udh tau buru buru,Pengguna Google,1,2025-03-21 01:54:27,gojek
mantap sayang kadang lama nyari drivernya,Pengguna Google,5,2025-03-21 01:21:23,gojek
buat bayar ga dipake padahal uang sndiri bintang 1 dah paling pantes,Pengguna Google,1,2025-03-21 01:10:31,gojek
top poko e,Pengguna Google,5,2025-03-20 23:39:19,gojek
guna gojek sejati promonya kurang bahkan gadapat promo,Pengguna Google,3,2025-03-20 23:30:59,gojek
diskon lebih banyak donks,Pengguna Google,5,2025-03-20 23:17:47,gojek
sikap driper yg sopan tak banyak bicara yg ga penting,Pengguna Google,5,2025-03-20 23:04:22,gojek
lebih murah tetangga nya,Pengguna Google,5,2025-03-20 22:09:05,gojek
mantep banyak promo,Pengguna Google,5,2025-03-20 21:57:59,gojek
pesan goride jarak 41km harga 107 000 saya tanya driver dapat 83 000 kasi drivernya nyata potong 24 000 1 order sungguh dzolim sekali aplikasi,Pengguna Google,1,2025-03-20 21:43:56,gojek
sangat senang kan,Pengguna Google,5,2025-03-20 21:10:10,gojek
udh pilih yg express telat kocak mana gabisa dibatalin lg,Pengguna Google,2,2025-03-20 20:16:42,gojek
good job aplikasi ojek online,Pengguna Google,5,2025-03-20 19:21:05,gojek
kecewa lama bayar tagih paylater masih aja tolak mengajukam terus gak bsa ganti no hp selalu aja error apa bila ganti no baru,Pengguna Google,1,2025-03-20 19:04:28,gojek
prustasi pake aplikasi ini error terus u200d ko makin sini makin kurang layan nya harus baik,Pengguna Google,1,2025-03-20 18:46:13,gojek
aplikasi bisa memcahkan masalah bisa lihat fakta benar hanya mengdepqnkan teori robot evaluasi lagi,Pengguna Google,1,2025-03-20 18:19:49,gojek
sangat bantu sekali,Pengguna Google,5,2025-03-20 18:17:33,gojek
beli makan gofood ongkir nya 3 kali lipat padahal jarak nya dekat sampai 10 km,Pengguna Google,1,2025-03-20 17:28:25,gojek
telah beberapa waktu kece rutin bayar via gopaylater akhir sekarang guna gopaylater nya,Pengguna Google,5,2025-03-20 16:37:05,gojek
restoran sampi 20 km,Pengguna Google,1,2025-03-20 16:29:37,gojek
map nya benerin selalu gak sesuai pas order gofood udh gabisa ketik manual lewat peta pas peta mlh ngaco jembut,Pengguna Google,1,2025-03-20 15:46:22,gojek
makan nya telat udah mahal,Pengguna Google,1,2025-03-20 15:36:34,gojek
yg ok,Pengguna Google,5,2025-03-20 15:20:47,gojek
ga jelas kalo eror harus lebih erti,Pengguna Google,5,2025-03-20 15:08:47,gojek
rider antar cepat selamat di tuju,Pengguna Google,5,2025-03-20 15:01:33,gojek
baik ramah,Pengguna Google,5,2025-03-20 14:52:25,gojek
promo gofood banyak hilang mau pesan waktu buka dam sahur promo 45 50 di hilang biar belanja banyak,Pengguna Google,1,2025-03-20 14:42:11,gojek
lah bantu bila susah ga kendara tengah malam,Pengguna Google,5,2025-03-20 14:06:15,gojek
masukin lokasi kali tetep ngga detect upgrade premium gak untung sama sekali gak ngerti sistem gmna,Pengguna Google,1,2025-03-20 13:36:40,gojek
sekarang makin parah gabisa rating resto driver sering ganti sendiri jam 1 malam jam 4 customer bisa buat apa,Pengguna Google,1,2025-03-20 13:29:21,gojek
adil sama sekali suka makan jerih paya driver sendiri bonus gak berapa di ambil,Pengguna Google,1,2025-03-20 13:26:41,gojek
update baru per bulan maret ini gojek sering ngelag lelet buka pesan driver aja susah2 kadang klik menu2nya ga,Pengguna Google,1,2025-03-20 13:25:32,gojek
kenapaa yahh tiapp udah lama ditinggalin aplikasi minta baharu teruss,Pengguna Google,3,2025-03-20 13:03:15,gojek
woi order ambil napa cancel sono terus,Pengguna Google,1,2025-03-20 13:01:38,gojek
hari hujan sangat susah temu driver perlu waktu sangat lama batal sendiri sangat tidak bantu,Pengguna Google,2,2025-03-20 12:21:31,gojek
aman bisa pesan entah jadi lebih lama dapat driver tambah kadang drivernya cancel tunggu lama,Pengguna Google,4,2025-03-20 12:14:56,gojek
terima kasih,Pengguna Google,5,2025-03-20 12:07:39,gojek
susah kali mau log in daftar lagi,Pengguna Google,2,2025-03-20 12:07:32,gojek
orang kasih tau dulu bayar nya mke apaa kya minimal di jelas biar org sadar mau byar mke apa ini ma mna supir nya trima aja lgi tu duit trnyara pas gw cek saldo gw udh kebyar mke gopay apk ny bkin tumpang nguras duit,Pengguna Google,1,2025-03-20 11:57:40,gojek
program promosi warung gimana konsep nya potong kira2 lah bukan semua hasil jual potong mentang2 bayar kalian udh ambil untung lebih 20 persen jual kira jual ga pake modal,Pengguna Google,1,2025-03-20 11:52:55,gojek
mana saya ko ga di panggil sudah daftar lama banget motor sampe udah ganti yg baru 2024 sekarang siap ngojol tp ga di panggil udang wa nya mana boss,Pengguna Google,5,2025-03-20 11:46:30,gojek
mantap luar biasa,Pengguna Google,5,2025-03-20 11:39:54,gojek
aplikasi sangat bantu,Pengguna Google,5,2025-03-20 11:37:18,gojek
mulai jelek apl nya,Pengguna Google,1,2025-03-20 11:31:26,gojek
gojek perlu baik sistem batal selalu beli makan driver dapat2 beli dapat batal 1 jam jangan terlalu lah kalau orang udah kelaperan nunggu mau dibatalin gak bisa2 gimana mau beli yang lain nanti ke double beli gimana,Pengguna Google,1,2025-03-20 11:28:42,gojek
harga awal go-ride 32 500 eh nyari alamat 3 kali cek harga malah naik jadi 75 600 padahal cuman pindah titik cuman 3 rumah titik awal tarif naik nya lain pindah apk belah aja,Pengguna Google,1,2025-03-20 11:18:32,gojek
driver gofood ng g atau gimana susah banget pesan makan,Pengguna Google,1,2025-03-20 11:16:56,gojek
puas layan gojek serta drivernya,Pengguna Google,5,2025-03-20 11:16:32,gojek
ringin diskon tiap hari min hehe,Pengguna Google,5,2025-03-20 11:11:50,gojek
jalan dan selalu ada jalan,Pengguna Google,5,2025-03-20 11:09:47,gojek
ngelag bgt aplikasi pleer niat bikin aplikasi ga si,Pengguna Google,1,2025-03-20 10:59:11,gojek
aplikasi eror mau sen malah alamat hilang ngisi lagi udah maka diskon malah ga kepake,Pengguna Google,1,2025-03-20 10:36:19,gojek
gojek sering erorrr tolonggg,Pengguna Google,2,2025-03-20 10:35:11,gojek
paket internet wifi sinyal lancar malah bilang gada internet trus ngeleknya lama freak mls bikin badmood,Pengguna Google,2,2025-03-20 10:33:27,gojek
aplikasi bukan tambah murah pakai diskon malah tambah mahal terus diskon nya blm pakai udah hilang pihak gojek lebih baik jangan diskon di pakai tiba hilang padahal di pakai sama sekali juga habis masa waktu diskon nya,Pengguna Google,3,2025-03-20 10:31:51,gojek
ini kenapa error ya tuhan,Pengguna Google,3,2025-03-20 10:28:40,gojek
ganggu error jadi telat ah,Pengguna Google,1,2025-03-20 10:28:11,gojek
kok jadi kyk gin gojek lelet banget,Pengguna Google,3,2025-03-20 10:27:51,gojek
segitu banyak nya driver massa gak yang ngambil order gobiz saya kompensasi percumah kagak respon ini,Pengguna Google,1,2025-03-20 10:26:42,gojek
baguss bgett bantu bgett,Pengguna Google,5,2025-03-20 10:25:40,gojek
woi gojek kenapa gw mau pesan ojol malah gabisa nampilkan daftar alamat hah tulis silang ros kata lagi baik suruh masukin manual tapi pas udah dimasukin manual masih aja gabisa gw ga bisa pesan ojol kalo begini alam guna minus 1 kuadriliun,Pengguna Google,1,2025-03-20 10:25:14,gojek
pas butuh malah bisa setting lokasi udah pake map tinggal ngikut settingan map kita pilih malah pake kata kata lokasi bisa setting gilaaakk mau apasih suruh setting sendiri malah kagak bisaa lah gmna mo sen coba,Pengguna Google,1,2025-03-20 10:22:12,gojek
payah aplikasi sering eror,Pengguna Google,1,2025-03-20 10:18:43,gojek
yaaah bug pas mau sen udh refresh sama dgn tulis server unavaible,Pengguna Google,1,2025-03-20 10:18:19,gojek
sangat bantu gofood nya,Pengguna Google,5,2025-03-20 10:17:42,gojek
urgent ganggu ga bs nemu titik jempur,Pengguna Google,1,2025-03-20 10:17:42,gojek
apk ga jelas kalo hujan gaada satu driver mau ngambil padahal lihat peta banyak driver sampe nunggu tengah jam gaada driver yg mau ngambil order beda sama apk belah mau hujan angin badai pasti aja driver yg ngambil order tolong baik,Pengguna Google,1,2025-03-20 10:17:26,gojek
gajelas jam pulang kerja malah gada yg ambil padahal maps banyak driver driver males dong gojek driver driver males gitu ban aja akun males kerja,Pengguna Google,2,2025-03-20 10:17:23,gojek
banyak baik jadi lama,Pengguna Google,1,2025-03-20 10:14:51,gojek
aplikasi bagus tp maaf g bintang 5 ya soal apk suka error jir,Pengguna Google,4,2025-03-20 10:14:21,gojek
susah banget dpat driver,Pengguna Google,3,2025-03-20 10:12:13,gojek
sorry bgt aku kasih bintang 3 krna skrng gofood ongkir nya jd gede bgt ga masuk akal yg biasa nya 11-20rb an skrng ongkir nya jd 50rb atas c,Pengguna Google,3,2025-03-20 10:11:06,gojek
apk kaga jelas lot banget,Pengguna Google,1,2025-03-20 10:10:26,gojek
maps error terus susah pesan,Pengguna Google,1,2025-03-20 10:07:24,gojek
aplikasi error gak chat driver nya,Pengguna Google,1,2025-03-20 09:52:38,gojek
bug trs bos,Pengguna Google,1,2025-03-20 09:44:40,gojek
pencet gopud gabisa batal bahkan tepat pencet tanya driver tidak batal aplikasi rampok duit rakyat promo pelit moga maxim lebih kembang,Pengguna Google,1,2025-03-20 09:42:20,gojek
sering susah driver pesan bisa dicancel,Pengguna Google,1,2025-03-20 09:41:36,gojek
aplikasi nya bagus cocok aku mager keluar rumah tinggal sen aja simple praktis,Pengguna Google,5,2025-03-20 09:30:14,gojek
mau sen makan gabisa terus eror,Pengguna Google,1,2025-03-20 09:11:59,gojek
pilih gocar hemat driver dekat tdk nyantol sdh dpt driver malah dibatalin karna pilih hemat knp gak pilih oke hapus,Pengguna Google,1,2025-03-20 09:08:45,gojek
gimana sih mau mesan makan sama pesan goride aja lama banget padahal udah update terus mau pesan makan ga sinyal lah padahal jaring bagus aja baik dong kali mau gosend alas ga sinyal,Pengguna Google,1,2025-03-20 09:06:29,gojek
customer service sangat buruk,Pengguna Google,1,2025-03-20 09:01:48,gojek
awal selalu prioritas naik kalau kerja tpi karna sempat serempet pas naik jdi mikir lagi,Pengguna Google,1,2025-03-20 08:33:56,gojek
kena kendala payment mana ga samsek uang buat makan gopay semua aduh,Pengguna Google,3,2025-03-20 08:31:00,gojek
sangat bantu sekali,Pengguna Google,5,2025-03-20 08:30:12,gojek
asli enak banget pakek bantu banget kalok males mana,Pengguna Google,5,2025-03-20 08:16:52,gojek
baik banyak promo,Pengguna Google,5,2025-03-20 08:14:57,gojek
aplikasi josss gandosss kang mas,Pengguna Google,5,2025-03-20 08:02:44,gojek
kasih bintang satu min soal ga risol mayo padahal cewe gua nyidam risol mayo duh kecewa,Pengguna Google,1,2025-03-20 07:53:48,gojek
suka lama dapetnya ga tau drivernya suka ga mau ambil,Pengguna Google,1,2025-03-20 07:41:26,gojek
sangat mudah operasi,Pengguna Google,5,2025-03-20 07:23:08,gojek
tagih gopay later sudah bayar tetap tagih sampai ini selesai sesal sekali guna,Pengguna Google,1,2025-03-20 07:16:15,gojek
ter integrasi kai gojek sangat sangat bantu,Pengguna Google,5,2025-03-20 07:04:53,gojek
gak nmr kontak cs gojek yg hubung di aplikasi gojek tumpang,Pengguna Google,1,2025-03-20 07:04:00,gojek
neng karna dapet diskon terus,Pengguna Google,5,2025-03-20 06:48:10,gojek
milih milih order jir dicancel depan mata ngeliat mana gendut kurus,Pengguna Google,1,2025-03-20 06:24:55,gojek
gabisa batal pesan customer nya cs nya ga bantu padahal tetep mau sen ada yg di cancel dlu,Pengguna Google,2,2025-03-20 06:17:16,gojek
pesan jarak dekat lama sekali tunggu jam parah,Pengguna Google,2,2025-03-20 06:16:32,gojek
mantap dn bagus ada gojek,Pengguna Google,5,2025-03-20 05:45:26,gojek
abang gojek ramah tepat waktu jemput tepat waktu tiba tuju terimakasih abang gojek,Pengguna Google,5,2025-03-20 04:40:00,gojek
so far apk go-jek bgus bngt sih murce hrga makan gojek gocarnya moga depan go-jek tetep ksih yg baik deh buat customer nya hehe thank you go-jek,Pengguna Google,5,2025-03-20 04:32:57,gojek
bintang akun bintang 3 padahal bagai customer biasa biasa saja malah biasa kasih tip drivernya selalu bintang 5 gilir kasih bintang 2 3 4 apa saya sekolah pasti oknum gojek,Pengguna Google,1,2025-03-20 04:09:01,gojek
oke ja ulun,Pengguna Google,5,2025-03-20 04:07:25,gojek
tepat waktu jemput antar guna tumpang,Pengguna Google,5,2025-03-20 03:59:52,gojek
praktis hem aman nyaman,Pengguna Google,5,2025-03-20 03:59:49,gojek
gabisa order goride nya paokk,Pengguna Google,1,2025-03-20 03:58:18,gojek
kerenn aplikasi nyaa,Pengguna Google,5,2025-03-20 03:57:54,gojek
lama bgt jing,Pengguna Google,1,2025-03-20 03:36:29,gojek
susah bangettttt dapet driver barangggggg tolong dong gojek kalau driver batalib pesan kenain sanksiiiiiii saya order sampe 1 jammmmm dicancel terussssss udah kek bawa bom ajaaaaaaa,Pengguna Google,1,2025-03-20 03:36:18,gojek
sangat bantu sekali,Pengguna Google,5,2025-03-20 03:11:53,gojek
saya ingin sambung akun astro gojek kenapa otp nya kirim jangan buat tunggu saya sedang usaha pulih sakit cepat malah sulit sama sistem aplikasi gojek yg ribet mohon baik,Pengguna Google,1,2025-03-20 03:00:22,gojek
gofood sangat bantu pas lapar gocar sangat bantu cuaca sahabat gojeg sangat bantu kita pas buru gosend sangat bantu pas brang tinggal,Pengguna Google,5,2025-03-20 02:45:35,gojek
makan enak driver mantap tap tap tap,Pengguna Google,5,2025-03-20 02:30:55,gojek
apklikasi nya mantap,Pengguna Google,5,2025-03-20 02:25:24,gojek
pokok nya jadi bantu,Pengguna Google,5,2025-03-20 02:08:37,gojek
layan yg murah cepat,Pengguna Google,5,2025-03-20 01:46:54,gojek
pilih alamat selalu salah tunjuk peta mohon d update peta yg sesuai tdk buat driver binggung konsumen kecewa,Pengguna Google,5,2025-03-20 01:34:00,gojek
sangat muas layan nya,Pengguna Google,5,2025-03-20 01:22:51,gojek
mana lebih mudah cepat,Pengguna Google,5,2025-03-20 01:17:26,gojek
pesan goride comfort datang selalu vario,Pengguna Google,2,2025-03-20 01:01:42,gojek
abang2 gojek ramah2 mogok motor jln tawar bantu makasih abang2 gojek,Pengguna Google,5,2025-03-20 00:49:42,gojek
gojek batam lelet kalau hujan mereka morotin dompet dulu baru mereka gerak alas bookingan rame padahal aplikasi banyak driver nya nganggur,Pengguna Google,1,2025-03-20 00:45:01,gojek
mau apa ajah tinggl pesan,Pengguna Google,5,2025-03-20 00:41:32,gojek
aplikasi cepat kasih driver,Pengguna Google,5,2025-03-20 00:36:35,gojek
diskon layan nya udah bagus cuman saran lokasi driver nya lebih tingkat ya u200d,Pengguna Google,4,2025-03-20 00:13:58,gojek
di perhati kalo ngojek 1 akun saja jangan 2 akun ganda sama maxsim apa ngojek offline atribut mengatasnamakan gojek kecewa karna bayar 3 lipat,Pengguna Google,1,2025-03-19 23:32:49,gojek
sangat aman nyaman,Pengguna Google,5,2025-03-19 22:53:38,gojek
supir gocar nya malas semua di pesan hujan hujan urgent semua malas,Pengguna Google,2,2025-03-19 22:51:28,gojek
lebih murah aplikasi juga propesional,Pengguna Google,5,2025-03-19 22:34:05,gojek
bermaafaat ada gojeg selain murah mudah,Pengguna Google,5,2025-03-19 21:55:29,gojek
gak dapet dapet driver nya udah 1 jam lebih,Pengguna Google,1,2025-03-19 21:01:29,gojek
layan go food cocok beli makan sahur ada malah ga sahur sama sekali,Pengguna Google,1,2025-03-19 20:55:25,gojek
hati2 yg pake gopinjam kalo telat bayar akun kalian retas sama dc nya di teror aneh gojek tau lho gak heran deh kalo hilang saldo gopay orang krn provider kasi ijin utk retas hati2 guna gojek hati2,Pengguna Google,1,2025-03-19 19:50:37,gojek
biasa kalau emang ga cepat ga usah nyalain aplikasi langgan punya jam waktu banyak banget alas minta nunggu untuk prepare dia jarak jalan nya jauh memang waktu langgan atur driver,Pengguna Google,1,2025-03-19 19:31:00,gojek
mudah aktifitas guna sangat bantu,Pengguna Google,5,2025-03-19 18:16:18,gojek
biar bintang lah bicaraa,Pengguna Google,5,2025-03-19 18:04:26,gojek
ongkir mahal pajak aplikasi gede biaya aplikasi gede jarang voucher gratis ongkir padahal guna lama durasi pesan antar ampai jam gak dicancel gilir detik akhir harap cancel otomatis malah nyantol driver padahal udah opsi busuk,Pengguna Google,1,2025-03-19 17:43:10,gojek
pihak gopay mohon tindak cepat tf uang gopay gak masuk,Pengguna Google,1,2025-03-19 17:36:32,gojek
buat driver y ongkir y cuma 5000 ribu perak doang 5000ribu perak dapet apa zaman sekarang,Pengguna Google,1,2025-03-19 17:19:15,gojek
sangat mudah bantu cepat responsif thx,Pengguna Google,5,2025-03-19 17:03:19,gojek
gojek memang aplikasi senang,Pengguna Google,5,2025-03-19 16:49:13,gojek
bantu sekali dapat tranportasi cepat praktis,Pengguna Google,5,2025-03-19 16:33:31,gojek
selalu jadi pilih pergi mesan makan,Pengguna Google,5,2025-03-19 16:08:32,gojek
bagus bgt drive ramah,Pengguna Google,5,2025-03-19 15:57:42,gojek
gojek makin parah sen makan sampe 2 jam nunggu nya blm beres2 jga,Pengguna Google,1,2025-03-19 15:21:42,gojek
aplikasi mesan baik se indonesia terimakasih gojek gak buat hp berat aplikasi belah,Pengguna Google,5,2025-03-19 15:05:15,gojek
terkadang transfer berapa masuk minus 1rb rupiah pas ngisi saldo masuk lama beut,Pengguna Google,1,2025-03-19 14:15:13,gojek
banyakk promo sukaaaa,Pengguna Google,5,2025-03-19 14:14:17,gojek
sen makan 18 menit melulu tunggu 3 jam padahal pakai expres,Pengguna Google,1,2025-03-19 13:38:50,gojek
susah sekali driver pesan gofood estimasi waktu telat ujung gk driver,Pengguna Google,1,2025-03-19 13:20:30,gojek
drivernya amanah tahu jalan banget,Pengguna Google,5,2025-03-19 13:20:04,gojek
jadi mudah perlu apa,Pengguna Google,5,2025-03-19 13:18:42,gojek
minggu sekali kasih vocher gerat ongkir dongg,Pengguna Google,4,2025-03-19 13:17:06,gojek
aplikasi yg rugi waktu guna 3x pesan lelah munggu semua batal gx jelas regulasi order waktu tunggu 1 jaman per pesan sudah uninstall thanks,Pengguna Google,1,2025-03-19 13:13:28,gojek
order go food kirim express beberapa kali tp sering telat sama aja kyk kirim standar mah ga dpt driver waktu yg lama ga tindak apa klo bintang 0 udah aku kasih bintang 0 aja,Pengguna Google,1,2025-03-19 12:58:09,gojek
